Language Accuracy: 0.9788630694499146
NE Accuracy: 0.9688109161793372
Token	Gold Standard	Tagged Language	Named Entity	Evaluation
doctor	Eng	Spn	O	Incorrect
or	Eng	Eng	O	Correct
shrink	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
qué	Spn	Spn	O	Correct
sé	Spn	Spn	O	Correct
sho	NonStSpn	Eng	O	NA
,	Punct	Punct	O	NA
te	Spn	Spn	O	Correct
aconsejó	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
well	Eng	Eng	O	Correct
sonny	Eng	Eng	O	Correct
boy	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
it’s	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
mother	Eng	Eng	O	Correct
or	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
wife	Eng	Eng	O	Correct
:	Punct	Punct	O	NA
you	Eng	Eng	O	Correct
pick	Eng	Eng	O/ORG	Correct
.	Punct	Punct	O	NA
And	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
did	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
you	Eng	Eng	O	Correct
did	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
But	Eng	Eng	O/ORG	Correct
at	Eng	Eng	O/ORG	Correct
what	Eng	Eng	O/ORG	Correct
price	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERS	Correct
.	Punct	Punct	O	NA
Just	Eng	Eng	O/PERS	Correct
like	Eng	Eng	O	Correct
el	NamedEnt	Spn	O	Incorrect
Caballero	NamedEnt	Spn	ORGANIZATION/PERS	Correct
de	Spn	Spn	ORGANIZATION/O	Correct
la	Spn	Spn	ORGANIZATION/O	Correct
Triste	NamedEnt	Spn	ORGANIZATION/OTROS	Correct
Figura	NamedEnt	Spn	ORGANIZATION/OTROS	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
study	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
whom	Eng	Eng	O	Correct
made	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
famous	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
eras	Spn	Spn	O	Correct
solitario	Spn	Spn	O	Correct
even	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
toda	Spn	Spn	O	Correct
tu	Spn	Spn	O	Correct
solidaridad	Spn	Spn	O	Correct
humana	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
En	Spn	Spn	O	Correct
realidad	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
un	Spn	Spn	O	Correct
fantasioso	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Incluso	Spn	Spn	O	Correct
algo	Spn	Spn	O	Correct
mesiánico	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Try	Eng	Eng	O/PERS	Correct
as	Eng	Eng	O	Correct
I	Eng	Eng	O/ORG	Correct
might	Eng	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
no	Spn	Spn	O	Correct
puedo	Spn	Spn	O	Correct
recordarte	Spn	Spn	O	Correct
mean	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
I	Eng	Eng	O	Correct
try	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
conjure	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
stern	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
instead	Eng	Eng	O	Correct
I	Eng	Eng	O/OTROS	Correct
hear	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
snort	Eng	Eng	O/OTROS	Correct
with	Eng	Eng	O	Correct
laughter	Eng	Eng	O	Correct
sobre	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
ridículos	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
amateurish	Eng	Eng	O	Correct
“	Punct	Punct	O	NA
professional	Eng	Eng	O	Correct
"	Punct	Punct	O	NA
musicians	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
esos	Spn	Spn	O	Correct
Musicians	NamedEnt	Eng	O/ORG	Correct
of	NamedEnt	Eng	O/ORG	Correct
Brementown	NamedEnt	Eng	O/ORG	Correct
:	Punct	Punct	O	NA
todos	Spn	Spn	O	Correct
off-key	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
mal	Spn	Spn	O	Correct
vestidos	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
hasta	Spn	Spn	O	Correct
inhabiting	Eng	Eng	O	Correct
an	Eng	Eng	O	Correct
ill-concealed	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
unsavory	Eng	Eng	O	Correct
bordering-on-incestuous	Eng	Eng	O	Correct
relationship	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
la	Spn	Spn	O	Correct
madre-hijo	Spn	Spn	O/ORG	Correct
team	Eng	Eng	O/ORG	Correct
on	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
piano	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
te	Spn	Spn	O	Correct
acuerdas	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
—	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
ese	Spn	Spn	O	Correct
unforgettable	Eng	Eng	O	Correct
Sofía	NamedEnt	Spn	PERSON/PERS	Correct
Noel	NamedEnt	Spn	PERSON/PERS	Correct
concert	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
Madrid	NamedEnt	Spn	LOCATION/LUG	Correct
en	Spn	Spn	O	Correct
1979	Num	Num	O	NA
Yeah	Eng	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
fuimos	Spn	Spn	O	Correct
con	Spn	Spn	O	Correct
Selma	NamedEnt	Spn	LOCATION/PERS	Correct
.	Punct	Punct	O	NA
En	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
Centro	NamedEnt	Spn	O/LUG	Correct
Cultural	NamedEnt	Spn	O/LUG	Correct
de	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
Villa	NamedEnt	Spn	O/LUG	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
Colón	NamedEnt	Spn	O/LUG	Correct
.	Punct	Punct	O	NA
O	Spn	Spn	O	Correct
te	Spn	Spn	O	Correct
veo	Spn	Spn	O	Correct
casi	Spn	Spn	O	Correct
llorando	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
crooning	Eng	Eng	O/ORG	Correct
along	Eng	Eng	O/ORG	Correct
with	Eng	Eng	O/ORG	Correct
James	NamedEnt	Eng	PERSON/ORG	Correct
Taylor’s	NamedEnt	Eng	PERSON/ORG	Correct
first	Eng	Eng	O/ORG	Correct
album	Eng	Eng	O	Correct
:	Punct	Punct	O	NA
“	Punct	Punct	O	NA
Suzanne	NamedEnt	Spn	O/PERS	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
plans	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
made	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
put	Eng	Eng	O	Correct
an	Eng	Eng	O	Correct
end	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
.	Punct	Punct	O	NA
"	Punct	Punct	O	NA
Intento	Spn	Spn	O	Correct
recordar	Spn	Spn	O	Correct
tu	Spn	Spn	O	Correct
legendario	Spn	Spn	O	Correct
temper	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
instead	Eng	Eng	O	Correct
te	Spn	Spn	O	Correct
veo	Spn	Spn	O	Correct
sneaking	NamedEnt	Eng	O	Incorrect
me	NamedEnt	Spn	O	Incorrect
,	Punct	Punct	O	NA
at	Eng	Eng	O	Correct
age	Eng	Eng	O	Correct
12	Num	Num	O	NA
,	Punct	Punct	O	NA
into	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
drive-in	Eng	Eng	O	Correct
para	Spn	Spn	O	Correct
ver	Spn	Spn	O	Correct
“	Punct	Punct	O	NA
Midnight	NamedEnt	Eng	O/ORG	Correct
Cowboy	NamedEnt	Eng	O/ORG	Correct
"	Punct	Punct	O	NA
on	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
re-run	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
What	Eng	Eng	O/PERS	Correct
is	Eng	Eng	O	Correct
it	Eng	Eng	O/ORG	Correct
about	Eng	Eng	O/ORG	Correct
memory	Eng	Eng	O/ORG	Correct
?	Punct	Punct	O	NA
¿Qué	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
lo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
hace	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
Laura	NamedEnt	Spn	PERSON/PERS	Correct
te	Spn	Spn	O	Correct
recuerde	Spn	Spn	O	Correct
tan	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
auto	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
exigente	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
tan	Spn	Spn	O	Correct
distante	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
yo	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
cambio	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
vea	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
jumble	Eng	Eng	O	Correct
de	Spn	Spn	O	Correct
imágenes	Spn	Spn	O	Correct
solapadas	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
tiempo	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
espacio	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
en	Spn	Spn	O	Correct
casi	Spn	Spn	O	Correct
todas	Spn	Spn	O	Correct
—	Punct	Punct	O	NA
even	Eng	Eng	O	Correct
when	Eng	Eng	O	Correct
that	Eng	Eng	O	Correct
little	Eng	Eng	O	Correct
muscle	Eng	Eng	O	Correct
at	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
side	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
jaw	Eng	Eng	O	Correct
is	Eng	Eng	O	Correct
twitching	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
casi	Spn	Spn	O	Correct
siempre	Spn	Spn	O	Correct
you	Eng	Eng	O	Correct
end	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
collapsing	Eng	Eng	O	Correct
into	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
snort	Eng	Eng	O/ORG	Correct
of	Eng	Eng	O/ORG	Correct
laughter	Eng	Eng	O/ORG	Correct
?	Punct	Punct	O	NA
Qué	Spn	Spn	O	Correct
es	Spn	Spn	O	Correct
lo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
permite	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
obliga	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
creer	Spn	Spn	O	Correct
fervientemente	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
esa	Spn	Spn	O	Correct
crueldad	Spn	Spn	O	Correct
tuya	Spn	Spn	O	Correct
was	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
self-defense	Eng	Eng	O	Correct
mechanism	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
El	Spn	Spn	O	Correct
modo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
resguardarse	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
de	Spn	Spn	O	Correct
escudarse	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
hombre	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
de	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
working-class	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Bronx	NamedEnt	Eng	PERSON/PERS	Correct
Jew-boy	Eng	Eng	PERSON/PERS	Correct
who	Eng	Eng	O	Correct
grew	Eng	Eng	O	Correct
up	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
famous	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
handsome	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
suave	Eng	Spn	O	Incorrect
and	Eng	Eng	O	Correct
world-traveled	Eng	Eng	O	Correct
and	Eng	Eng	O	Correct
elegant	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
who	Eng	Eng	O	Correct
even	Eng	Eng	O	Correct
taught	Eng	Eng	O	Correct
me	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
waltz	Eng	Eng	O	Correct
)	Punct	Punct	O	NA
pero	Spn	Spn	O	Correct
who	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
outgrew	Eng	Eng	O	Correct
laMEMORY/	MixedNoSpace	Spn	O	NA
inseguridad	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
haber	Spn	Spn	O	Correct
sido	Spn	Spn	O	Correct
short	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
miope	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
poor	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
hijo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
una	Spn	Spn	O	Correct
inmigrante	Spn	Spn	O	Correct
rusa	Spn	Spn	O	Correct
judía	Spn	Spn	O	Correct
y	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
inmigrante	Spn	Spn	O	Correct
rumano	Spn	Spn	O	Correct
judío	Spn	Spn	O	Correct
under	Eng	Eng	O	Correct
(	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
later	Eng	Eng	O	Correct
directamente	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
unemployed	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
y	Spn	Spn	O	Correct
encima	Spn	Spn	O	Correct
divorciados	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Ese	Spn	Spn	PERSON/O	Correct
Yossie	NamedEnt	Eng	PERSON/LUG	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
smallest	Eng	Eng	O	Correct
boy	Eng	Eng	O	Correct
en	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
Bronx	NamedEnt	Eng	LOCATION/LUG	Correct
ganga	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
the	Eng	Eng	O	Correct
one	Eng	Eng	O	Correct
they	Eng	Eng	O	Correct
used	Eng	Eng	O	Correct
as	Eng	Eng	O	Correct
mensajero	Spn	Spn	O	Correct
because	Eng	Eng	O	Correct
he	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
littlest	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
corría	Spn	Spn	O	Correct
más	Spn	Spn	O	Correct
rápido	Spn	Spn	O	Correct
cuz	NonStEng	Spn	O	NA
he	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
the	Eng	Eng	O	Correct
scaredest	NonStEng	Eng	O	NA
.	Punct	Punct	O	NA
Ese	Spn	Spn	O	Correct
boy	Eng	Eng	O	Correct
was	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
inside	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Dad	NamedEnt	Eng	O/PERS	Correct
.	Punct	Punct	O	NA
Yossie	NamedEnt	Eng	PERSON/PERS	Correct
.	Punct	Punct	O	NA
You	Eng	Eng	O/ORG	Correct
never	Eng	Eng	O/ORG	Correct
outgrew	Eng	Eng	O/ORG	Correct
him	Eng	Eng	O/ORG	Correct
.	Punct	Punct	O	NA
You	Eng	Eng	O	Correct
never	Eng	Eng	O	Correct
outran	Eng	Eng	O	Correct
him	Eng	Eng	O	Correct
del	Spn	Spn	O	Correct
todo	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
El	Spn	Spn	O	Correct
hizo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
practically	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
deathbed	Eng	Eng	O	Correct
me	Spn	Spn	O	Correct
insistieras	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
recordaras	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
“	Punct	Punct	O	NA
Sukie	NamedEnt	Spn	PERSON/ORG	Correct
,	Punct	Punct	O	NA
you	Eng	Eng	O	Correct
know	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
remember	Eng	Eng	O	Correct
:	Punct	Punct	O	NA
tengo	Spn	Spn	O	Correct
over	Eng	Eng	O	Correct
300	Num	Num	O	NA
items	Eng	Eng	O	Correct
on	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
C.V.	Eng	Spn	O/OTROS	Incorrect
"	Punct	Punct	O	NA
I	Eng	Eng	O/ORG	Correct
know	Eng	Eng	O/ORG	Correct
you	Eng	Eng	O/ORG	Correct
did	Eng	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERS	Correct
.	Punct	Punct	O	NA
Y	Spn	Spn	O	Correct
ese	Spn	Spn	O	Correct
knowledge	Eng	Eng	O	Correct
pierced	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
wounded	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
fucked	Eng	Eng	O/ORG	Correct
me	Eng	Eng	O/ORG	Correct
up	Eng	Eng	O/ORG	Correct
for	Eng	Eng	O/ORG	Correct
years	Eng	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
even	Eng	Eng	O	Correct
warpedme	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
diría	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Cursed	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
con	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
misma	Spn	Spn	O	Correct
jodida	Spn	Spn	O	Correct
inseguridad	Spn	Spn	O	Correct
and	Eng	Eng	O	Correct
need	Eng	Eng	O	Correct
for	Eng	Eng	O	Correct
approval	Eng	Eng	O	Correct
from	Eng	Eng	O	Correct
others	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
took	Eng	Eng	O	Correct
with	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
your	Eng	Eng	O	Correct
grave	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Yo	Spn	Spn	O	Correct
he	Spn	Eng	O	Incorrect
aprendido	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
echarle	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
culpa	Spn	Spn	O	Correct
al	Spn	Spn	O	Correct
Saturn	NamedEnt	Eng	O/ORG	Correct
in	Eng	Eng	O/ORG	Correct
the	Eng	Eng	O/ORG	Correct
twelfth	Eng	Eng	O/ORG	Correct
House	Eng	Eng	ORGANIZATION/ORG	Correct
,	Punct	Punct	O	NA
Sun	Eng	Eng	O/ORG	Correct
in	Eng	Eng	O/ORG	Correct
Aries	NamedEnt	Eng	LOCATION/ORG	Correct
,	Punct	Punct	O	NA
en	Spn	Spn	O	Correct
la	Spn	Spn	O	Correct
cuarta	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
it’s	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
Daddy	NamedEnt	Eng	O/PERS	Correct
.	Punct	Punct	O	NA
I’m	Eng	Eng	O	Correct
always	Eng	Eng	O	Correct
looking	Eng	Eng	O	Correct
over	Eng	Eng	O	Correct
my	Eng	Eng	O	Correct
shoulder	Eng	Eng	O	Correct
pa	NonStSpn	Spn	O	NA
’	Punct	Punct	O	NA
ver	Spn	Spn	O	Correct
dónde	Spn	Spn	O	Correct
estás	Spn	Spn	O	Correct
.	Punct	Punct	O	NA
Are	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
watching	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
?	Punct	Punct	O	NA
Do	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
like	Eng	Eng	O	Correct
what	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
see	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Do	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Ah	Spn	Eng	O	Incorrect
,	Punct	Punct	O	NA
why	Eng	Eng	O	Correct
did	Eng	Eng	O	Correct
I	Eng	Eng	O/OTROS	Correct
ever	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
to	Eng	Eng	O	Correct
become	Eng	Eng	O	Correct
a	Eng	Eng	O	Correct
writer	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
so	Eng	Eng	O	Correct
much	Eng	Eng	O	Correct
of	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
in	Eng	Eng	O	Correct
me	Eng	Spn	O	Incorrect
,	Punct	Punct	O	NA
qué	Spn	Spn	O	Correct
más	Spn	Spn	O	Correct
podría	Spn	Spn	O	Correct
haber	Spn	Spn	O	Correct
hecho	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
What	Eng	Eng	O/PERS	Correct
else	Eng	Eng	O	Correct
could	Eng	Eng	O	Correct
I	Eng	Eng	O/OTROS	Correct
ever	Eng	Eng	O	Correct
do	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
Is	Eng	Eng	O	Correct
it	Eng	Eng	O/ORG	Correct
a	Eng	Eng	O	Correct
Jewish	Eng	Eng	O/PERS	Correct
thing	Eng	Eng	O/PERS	Correct
,	Punct	Punct	O	NA
esta	Spn	Spn	O	Correct
never-satisfaction	Mixed	Eng	O	NA
?	Punct	Punct	O	NA
An	Eng	Eng	O	Correct
oldest	Eng	Eng	O/ORG	Correct
child	Eng	Eng	O/ORG	Correct
thing	Eng	Eng	O/ORG	Correct
?	Punct	Punct	O	NA
¿Sólo	Spn	Spn	O	Correct
un	Spn	Spn	O	Correct
modo	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
ser	Spn	Spn	O	Correct
melancólico	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
compartido	Spn	Spn	O	Correct
entrañablemente	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
Nunca	Spn	Spn	O	Correct
sabré	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
and	Eng	Eng	O	Correct
I	Eng	Eng	O/ORG	Correct
can’t	Eng	Eng	O/ORG	Correct
ask	Eng	Eng	O/ORG	Correct
you	Eng	Eng	O/ORG	Correct
.	Punct	Punct	O	NA
Pero	Spn	Spn	O	Correct
I	Eng	Eng	O/ORG	Correct
do	Eng	Eng	O	Correct
ask	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
,	Punct	Punct	O	NA
almost	Eng	Eng	O	Correct
every	Eng	Eng	O	Correct
day	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Ay	Spn	Spn	O	Correct
Daddy	NamedEnt	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
qué	Spn	Spn	O	Correct
esta	Spn	Spn	O	Correct
mi	Spn	Spn	O	Correct
urgencia	Spn	Spn	O	Correct
de	Spn	Spn	O	Correct
ti	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
Quién	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
definiría	Spn	Spn	O	Correct
como	Spn	Spn	O	Correct
sick	Eng	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
a	Spn	Spn	O	Correct
veces	Spn	Spn	O	Correct
(	Punct	Punct	O	NA
me	Spn	Spn	O	Correct
)	Punct	Punct	O	NA
pregunto	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
por	Spn	Spn	O	Correct
hablarte	Spn	Spn	O	Correct
,	Punct	Punct	O	NA
buscarte	Spn	Spn	O	Correct
todos	Spn	Spn	O	Correct
los	Spn	Spn	O	Correct
días	Spn	Spn	O	Correct
without	Eng	Eng	O	Correct
fail	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
When	Eng	Eng	O	Correct
will	Eng	Eng	O	Correct
you	Eng	Eng	O	Correct
leave	Eng	Eng	O	Correct
me	Eng	Eng	O	Correct
alone	Eng	Eng	O	Correct
?	Punct	Punct	O	NA
¿Por	Spn	Spn	O	Correct
qué	Spn	Spn	O	Correct
me	Spn	Spn	O	Correct
dejaste	Spn	Spn	O	Correct
?	Punct	Punct	O	NA
VII	Num	Spn	ORGANIZATION/ORG	NA
Tecolote	NamedEnt	Spn	ORGANIZATION/ORG	Correct
Crónica	Spn	Spn	ORGANIZATION/ORG	Correct
14	Num	Num	O	NA
agosto	Spn	Spn	O	Correct
2003	Num	Num	O	NA
Oaxaca	NamedEnt	Spn	LOCATION/LUG	Correct
,	Punct	Punct	O	NA
México	NamedEnt	Spn	PERSON/LUG	Correct
Para	Spn	Spn	PERSON/O	Correct
June	NamedEnt	Eng	PERSON/PERS	Correct
A.	NamedEnt	Spn	PERSON/PERS	Correct
Chávez	NamedEnt	Spn	PERSON/PERS	Correct
Silverman	NamedEnt	Eng	PERSON/PERS	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
memoriam	Eng	Eng	O/ORG	Correct
Mom	NamedEnt	Eng	O/ORG	Correct
,	Punct	Punct	O	NA
el	Spn	Spn	O	Correct
día	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
descansaste	Spn	Spn	O	Correct
it	Eng	Eng	O	Correct
rained	Eng	Eng	O	Correct
here	Eng	Eng	O	Correct
en	Eng	Spn	O	Incorrect
México	NamedEnt	Spn	O/LUG	Correct
.	Punct	Punct	O	NA
En	Spn	Spn	O	Correct
Oaxaca	NamedEnt	Spn	LOCATION/LUG	Correct
,	Punct	Punct	O	NA
to	Eng	Eng	O	Correct
be	Eng	Eng	O	Correct
precise	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
No	Spn	Spn	O	Correct
precisamente	Spn	Spn	O	Correct
el	Spn	Spn	O	Correct
México	NamedEnt	Spn	O/ORG	Correct
that	Eng	Eng	O/ORG	Correct
you	Eng	Eng	O/ORG	Correct
knew	Eng	Eng	O/ORG	Correct
—	Punct	Punct	O	NA
creo	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
nunca	Spn	Spn	O	Correct
estuviste	Spn	Spn	O	Correct
this	Eng	Eng	O	Correct
far	Eng	Eng	O	Correct
south	Eng	Eng	O	Correct
—	Punct	Punct	O	NA
pero	Eng	Spn	O	Incorrect
it	Eng	Eng	O/ORG	Correct
may	Eng	Eng	O/ORG	Correct
as	Eng	Eng	O	Correct
well	Eng	Eng	O	Correct
have	Eng	Eng	O	Correct
been	Eng	Eng	O	Correct
.	Punct	Punct	O	NA
Because	Eng	Eng	O/PERS	Correct
,	Punct	Punct	O	NA
la	Spn	Spn	O	Correct
última	Spn	Spn	O	Correct
vez	Spn	Spn	O	Correct
que	Spn	Spn	O	Correct
volví	Spn	Spn	O	Correct
a	Spn	Spn	O	Correct
Guadalajara	NamedEnt	Spn	LOCATION/LUG	Correct
,	Punct	Punct	O	NA
in	Eng	Eng	O	Correct
1997	Num	Num	O	NA
,	Punct	Punct	O	NA
para	Spn	Spn	O	Correct
celebrar	Spn	Spn	O	Correct
